v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=723923,epoch=168341194,pid=723923,ppid=723922,cpukib=2360,rssanonkib=2236,cputime_sec=3596,load=@/O1n'BaE9h27&O5rT4kD4kZ3pK3j93&13[23[X2pK2%N2xM6nM4qP3hE3fO3!B2%Z84bN1o~1qO1nN3cU4kX1!W3pV6lP3lW3[/2j;2^S2rE2[T2nG2$92!J2&52$44>N2]B3h82nL1]P1o?1]V1t31(51}11<V(k|(:gE1,"gpuinfo=fan%=40|40|42|42,perf=P0|P0|P0|P0,musekib=9503680|9503680|9503680|9503680,cutil%=78|58|78|68,mutil%=20|13|19|19,tempc=71|73|75|77,poww=209|214|249|224,powlimw=250|250|250|250,cez=1830|1815|1815|1530,memz=7000|7000|7000|7000"
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=python,job=2703861,epoch=168341194,pid=2703974,ppid=2703861,cpu%=905.1,cpukib=7633960,rssanonkib=2517156,gpus=0,gpu%=64,gpumem%=15,gpukib=9050112,cputime_sec=1478607
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=dora,job=2703861,epoch=168341194,pid=2703861,ppid=2002790,cpu%=0.2,cpukib=5106428,rssanonkib=243100,cputime_sec=353
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=python,job=2703861,epoch=168341194,pid=2703975,ppid=2703861,cpu%=905.6,cpukib=7635368,rssanonkib=2510360,gpus=1,gpu%=62,gpumem%=15,gpukib=9050112,cputime_sec=1479566
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=bash,job=362056,epoch=168341194,pid=362056,ppid=362055,cpukib=2140,rssanonkib=356,cputime_sec=10672
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=bash,job=2002790,epoch=168341194,pid=2002790,ppid=2002789,cpukib=2480,rssanonkib=1500,cputime_sec=163317
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=bash,job=2181719,epoch=168341194,pid=2181719,ppid=2181211,cpukib=2272,rssanonkib=588,cputime_sec=83606
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=bash,job=2182897,epoch=168341194,pid=2182897,ppid=2181211,cpukib=2272,rssanonkib=552,cputime_sec=138192
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=715630,epoch=168341194,pid=715630,ppid=715629,cpukib=2360,rssanonkib=2280,cputime_sec=79
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=720532,epoch=168341194,pid=720532,ppid=720531,cpukib=2360,rssanonkib=2152,cputime_sec=2669
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=tmux: server,job=2181211,epoch=168341194,pid=2181211,ppid=1,cpukib=6204,rssanonkib=5856,cputime_sec=169
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10004,cmd=python,job=2254176,epoch=168341194,pid=2254232,ppid=2254177,cpu%=41.9,cpukib=21361140,rssanonkib=19384048,cputime_sec=205620
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=bash,job=361184,epoch=168341194,pid=361184,ppid=361183,cpukib=10708,rssanonkib=8160,cputime_sec=33430
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10005,cmd=bash,job=720615,epoch=168341194,pid=720615,ppid=720614,cpukib=2228,rssanonkib=2120,cputime_sec=82243
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=bash,job=2547714,epoch=168341194,pid=2547714,ppid=362055,cpukib=3284,rssanonkib=3064,cputime_sec=8440
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=bash,job=2225459,epoch=168341194,pid=2225459,ppid=362055,cpukib=4496,rssanonkib=3136,cputime_sec=4874
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=bash,job=2183754,epoch=168341194,pid=2183754,ppid=2181211,cpukib=2272,rssanonkib=596,cputime_sec=138746
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10004,cmd=python,job=2254176,epoch=168341194,pid=2254230,ppid=2254177,cpu%=41.9,cpukib=12442536,rssanonkib=10467972,cputime_sec=205642
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=bash,job=2181212,epoch=168341194,pid=2181212,ppid=2181211,cpukib=2140,rssanonkib=1160,cputime_sec=180599
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=nvtop,job=3368916,epoch=168341194,pid=3368916,ppid=2547714,cpu%=4.7,cpukib=52792,rssanonkib=31984,cputime_sec=4060
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10006,cmd=bash,job=111057,epoch=168341194,pid=111057,ppid=111056,cpukib=2368,rssanonkib=2300,cputime_sec=889139
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10004,cmd=python,job=2254176,epoch=168341194,pid=2254177,ppid=2254176,cpukib=2217632,rssanonkib=568656,cputime_sec=62
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=sshd,job=362026,epoch=168341194,pid=362055,ppid=362026,cpukib=1504,rssanonkib=1468,cputime_sec=18396
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=python,job=2703861,epoch=168341194,pid=2703977,ppid=2703861,cpu%=903.5,cpukib=7645768,rssanonkib=2465656,gpus=3,gpu%=62,gpumem%=15,gpukib=9050112,cputime_sec=1476433
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=717152,epoch=168341194,pid=717152,ppid=717151,cpukib=2360,rssanonkib=2292,cputime_sec=63
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=722127,epoch=168341194,pid=722127,ppid=722126,cpukib=2360,rssanonkib=2256,cputime_sec=2614
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=top,job=2211233,epoch=168341194,pid=2211233,ppid=362056,cpu%=0.6,cpukib=2272,rssanonkib=1468,cputime_sec=3068
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=python,job=2703861,epoch=168341194,pid=2703976,ppid=2703861,cpu%=898.3,cpukib=7635944,rssanonkib=2512856,gpus=2,gpu%=63,gpumem%=14,gpukib=9050112,cputime_sec=1468192
v=0.14.0,time=2025-04-12T08:15:38+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=718004,epoch=168341194,pid=718004,ppid=718003,cpukib=10192,rssanonkib=9764,cputime_sec=103
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=python,job=2703861,epoch=168341194,pid=2703974,ppid=2703861,cpu%=904.9,cpukib=7633960,rssanonkib=2517180,gpus=0,gpu%=64,gpumem%=15,gpukib=9050112,cputime_sec=1479610,load=k0P1u'BbE9e27%O5xT4tD4nZ3yK3k93_13{23eX2rK2@N2yM6rM4sP3eE3aO3wB2i|84eN1r~1nO1vN3-U4mX1vW3rV6kP3lW3)/2i;2_S2nE2)T2nG2<A2yJ2#52^44[N2}B3g82nL1{P1l?1(V1u31*41_01aV(k|^;aE1,"gpuinfo=fan%=42|44|45|45,perf=P0|P0|P0|P0,musekib=9503680|9503680|9503680|9503680,cutil%=79|74|53|48,mutil%=18|17|14|11,tempc=76|82|84|83,poww=166|234|178|191,powlimw=250|250|250|250,cez=1815|1800|1785|1815,memz=7000|7000|7000|7000"
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=722127,epoch=168341194,pid=722127,ppid=722126,cpukib=2360,rssanonkib=2256,cputime_sec=2614
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=723923,epoch=168341194,pid=723923,ppid=723922,cpukib=2360,rssanonkib=2236,cputime_sec=3596
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10004,cmd=python,job=2254176,epoch=168341194,pid=2254230,ppid=2254177,cpu%=41.9,cpukib=12464532,rssanonkib=10489968,cputime_sec=205690
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=bash,job=2181212,epoch=168341194,pid=2181212,ppid=2181211,cpukib=2140,rssanonkib=1160,cputime_sec=180599
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=python,job=2703861,epoch=168341194,pid=2703975,ppid=2703861,cpu%=905.4,cpukib=7635368,rssanonkib=2510360,gpus=1,gpu%=67,gpumem%=15,gpukib=9050112,cputime_sec=1480550
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=bash,job=2183754,epoch=168341194,pid=2183754,ppid=2181211,cpukib=2272,rssanonkib=596,cputime_sec=138746
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=top,job=2211233,epoch=168341194,pid=2211233,ppid=362056,cpu%=0.6,cpukib=2272,rssanonkib=1468,cputime_sec=3069
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=dora,job=2703861,epoch=168341194,pid=2703861,ppid=2002790,cpu%=0.2,cpukib=5106428,rssanonkib=243100,cputime_sec=353
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=715630,epoch=168341194,pid=715630,ppid=715629,cpukib=2360,rssanonkib=2280,cputime_sec=79
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=bash,job=2225459,epoch=168341194,pid=2225459,ppid=362055,cpukib=4496,rssanonkib=3136,cputime_sec=4874
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=python,job=2703861,epoch=168341194,pid=2703976,ppid=2703861,cpu%=898.2,cpukib=7635944,rssanonkib=2512856,gpus=2,gpu%=55,gpumem%=13,gpukib=9050112,cputime_sec=1469190
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=718004,epoch=168341194,pid=718004,ppid=718003,cpukib=10192,rssanonkib=9764,cputime_sec=103
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=bash,job=2182897,epoch=168341194,pid=2182897,ppid=2181211,cpukib=2272,rssanonkib=552,cputime_sec=138192
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=bash,job=362056,epoch=168341194,pid=362056,ppid=362055,cpukib=2140,rssanonkib=356,cputime_sec=10672
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=bash,job=2181719,epoch=168341194,pid=2181719,ppid=2181211,cpukib=2272,rssanonkib=588,cputime_sec=83606
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10004,cmd=python,job=2254176,epoch=168341194,pid=2254177,ppid=2254176,cpukib=2217632,rssanonkib=568656,cputime_sec=62
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=bash,job=2002790,epoch=168341194,pid=2002790,ppid=2002789,cpukib=2480,rssanonkib=1500,cputime_sec=163317
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10003,cmd=tmux: server,job=2181211,epoch=168341194,pid=2181211,ppid=1,cpukib=6204,rssanonkib=5856,cputime_sec=169
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=bash,job=2547714,epoch=168341194,pid=2547714,ppid=362055,cpukib=3284,rssanonkib=3064,cputime_sec=8440
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10006,cmd=bash,job=111057,epoch=168341194,pid=111057,ppid=111056,cpukib=2368,rssanonkib=2300,cputime_sec=889139
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10004,cmd=python,job=2254176,epoch=168341194,pid=2254232,ppid=2254177,cpu%=41.9,cpukib=21361140,rssanonkib=19384048,cputime_sec=205669
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=sshd,job=362026,epoch=168341194,pid=362055,ppid=362026,cpukib=1504,rssanonkib=1468,cputime_sec=18396
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=717152,epoch=168341194,pid=717152,ppid=717151,cpukib=2360,rssanonkib=2292,cputime_sec=63
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10005,cmd=bash,job=720615,epoch=168341194,pid=720615,ppid=720614,cpukib=2228,rssanonkib=2120,cputime_sec=82243
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=nvtop,job=3368916,epoch=168341194,pid=3368916,ppid=2547714,cpu%=4.7,cpukib=52792,rssanonkib=31984,cputime_sec=4067
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10000,cmd=bash,job=720532,epoch=168341194,pid=720532,ppid=720531,cpukib=2360,rssanonkib=2152,cputime_sec=2669
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10001,cmd=python,job=2703861,epoch=168341194,pid=2703977,ppid=2703861,cpu%=903.4,cpukib=7645768,rssanonkib=2465672,gpus=3,gpu%=58,gpumem%=13,gpukib=9050112,cputime_sec=1477423
v=0.14.0,time=2025-04-12T08:17:59+02:00,host=n1.cluster1.uio.no,user=u_10002,cmd=bash,job=361184,epoch=168341194,pid=361184,ppid=361183,cpukib=10708,rssanonkib=8160,cputime_sec=33430
